,	, ,
terefleksikan	VB terefleksikan
terein	NN terein
terekspos	VB terekspos
terempang	VB terempang
terenak	JJ terenak
terencah	VB terencah
terendapkan	VB terendapkan
terenen	NN terenen
terereng	JJ terereng
teres	NN teres
teret	DT teret
terfokus	VB terfokus
tergabung	VB tergabung
tergalang	VB tergalang
tergamak	VB tergamak
tergamang	VB tergamang
tergambar	VB tergambar
terganggu	VB terganggu
terganjal	VB terganjal
tergantung	VB tergantung
tergedor	VB tergedor
tergegas-gegas	VB tergegas-gegas
tergegas	VB tergegas
tergegau	VB tergegau
tergelang-gelang	JJ tergelang-gelang
tergelecik	VB tergelecik
tergelenang	VB tergelenang
tergeleng-geleng	VB tergeleng-geleng
tergeletak	VB tergeletak
tergeliat	VB tergeliat
tergelicik	VB tergelicik
tergelimpang	VB tergelimpang
tergelingsir	VB tergelingsir
tergelintang	VB tergelintang
tergelitik	VB tergelitik
tergeluncur	VB tergeluncur
tergemap	VB tergemap
tergembok	VB tergembok
tergeming	VB tergeming
tergenang	VB tergenang
tergencet	VB tergencet
tergenggam	VB tergenggam
tergerai-gerai	VB tergerai-gerai
tergerus	VB tergerus
tergetah	VB tergetah
tergiling	VB tergiling
tergolok	VB tergolok
tergolong	VB tergolong
tergontai-gontai	VB tergontai-gontai
tergopoh	JJ tergopoh
tergoyang	VB tergoyang
tergugat	VB tergugat
terguling-guling	VB terguling-guling
terguling	VB terguling
tergulir	VB tergulir
tergulung	VB tergulung
terguncang	VB terguncang
terhabiskan	VB terhabiskan
terhalang	VB terhalang
terhal	VB terhal
terhambat	VB terhambat
terhambur	VB terhambur
terhampar	VB terhampar
terhantar	VB terhantar
terhanyut	VB terhanyut
terharap-harap saja	VB terharap-harap saja
terharap-harap	VB terharap-harap
terharu	VB terharu
terhasrat	VB terhasrat
terhempap	VB terhempap
terhempas	VB terhempas
terhengit-hengit	JJ terhengit-hengit
terhias	VB terhias
terhibur	VB terhibur
terhidang	VB terhidang
terhimpun	VB terhimpun
terhindar	VB terhindar
terhingga	VB terhingga
terhitung	VB terhitung
terhormat	JJ terhormat
terhuni	VB terhuni
terhunjam	VB terhunjam
terhuyung	VB terhuyung
teriak	NN teriak
terigau	VB terigau
teri geladah	NN teri geladah
terigu	NN terigu
terijuk	VB terijuk
terikut	VB terikut
terima salah	VB terima salah
terima	VB terima
terimbas	VB terimbas
terimpit	VB terimpit
terimplikasi	VB terimplikasi
teri nasi	NN teri nasi
terincit	VB terincit
terindah	JJ terindah
terinfeksi	JJ terinfeksi
teri	NN teri
terinspirasi	VB terinspirasi
terintervensi	VB terintervensi
terintrusi	VB terintrusi
terionkan	NN terionkan
terion	VB terion
terista	JJ terista
teristimewa	JJ teristimewa
teriujung	NN teriujung
terizinkan	VB terizinkan
terjadwal	VB terjadwal
terjajar	VB terjajar
terjal	JJ terjal
terjangkau	VB terjangkau
terjangkiti	VB terjangkiti
terjang	VB terjang
terjantur	VB terjantur
terjarak	VB terjarak
terjaring bahu	VB terjaring bahu
terjaring	VB terjaring
terjeblok	VB terjeblok
terjeblos	VB terjeblos
terjelabak	VB terjelabak
terjelapak	VB terjelapak
terjelaskan	VB terjelaskan
terjelma	VB terjelma
terjemah	VB terjemah
terjembatani	VB terjembatani
terjepret	VB terjepret
terjerahak	JJ terjerahak
terjerahap	VB terjerahap
terjerohok	VB terjerohok
terjerumus	VB terjerumus
terjinjing	VB terjinjing
terjumlah	VB terjumlah
terjumpa	VB terjumpa
terjun payung	VB terjun payung
terjuntai	VB terjuntai
terjun tandem	VB terjun tandem
terjun	VB terjun
terkabar	VB terkabar
terkadang-kadang	RB terkadang-kadang
terkadang	RB terkadang
terkagum-kagum	VB terkagum-kagum
terkakak-kakak	VB terkakak-kakak
terkalang lidah	VB terkalang lidah
terkalang	VB terkalang
terkampai	VB terkampai
terkam	VB terkam
terkanan	JJ terkanan
terkancah	VB terkancah
terkandas	VB terkandas
terkantuk-kantuk	VB terkantuk-kantuk
terkantuk	VB terkantuk
terkatah-katah	VB terkatah-katah
terkategori	VB terkategori
terka	VB terka
terkayai	JJ terkayai
terkaya	JJ terkaya
terkayuhkan	VB terkayuhkan
terkebelakang	JJ terkebelakang
terkecap-kecap	VB terkecap-kecap
terkecewa	VB terkecewa
terkecundang	VB terkecundang
terkedai	VB terkedai
terkejam	VB terkejam
terkejar-kejar	VB terkejar-kejar
terkejar	VB terkejar
terkekang	VB terkekang
terkelepek	VB terkelepek
terkelik	VB terkelik
terkelip-kelip	VB terkelip-kelip
terkelola	VB terkelola
terkelubak	VB terkelubak
terkeluh	JJ terkeluh
terkemudian	JJ terkemudian
terkenang	VB terkenang
terkencar-kencar	JJ terkencar-kencar
terkentut-kentut	VB terkentut-kentut
terkentut	VB terkentut
terkepung	VB terkepung
terkerak	VB terkerak
terkeranjat	VB terkeranjat
terkereseng	VB terkereseng
terkerunyut	VB terkerunyut
terkerut	VB terkerut
terkesiap	VB terkesiap
terkesima	VB terkesima
terketuk	VB terketuk
terkhusus	VB terkhusus
terkilan	VB terkilan
terkilat dl hati	VB terkilat dl hati
terkilat pd muka	VB terkilat pd muka
terkilat	VB terkilat
terkimpus	VB terkimpus
terkinjat	VB terkinjat
terkirimkan	VB terkirimkan
terkisah	VB terkisah
terkitar-kitar	VB terkitar-kitar
terkiuk	VB terkiuk
terkobarkan	VB terkobarkan
terkobar	VB terkobar
terkocak	VB terkocak
terkooptasi	VB terkooptasi
terkoordinasi	VB terkoordinasi
terkotak	VB terkotak
terkubu	VB terkubu
terkucai	VB terkucai
terkucak	VB terkucak
terkudian	VB terkudian
terkujut	VB terkujut
terkumpul	VB terkumpul
terkuntum	VB terkuntum
terkunyah	VB terkunyah
terkurung paham	VB terkurung paham
terkurung	VB terkurung
terlalaikan	VB terlalaikan
terlalai	VB terlalai
terlambat	VB terlambat
terlampau	RB terlampau
terlancap	VB terlancap
terlangah	VB terlangah
terlangkahkan	VB terlangkahkan
terlangkaui	VB terlangkaui
terlangkup	VB terlangkup
terlangsung	VB terlangsung
terlanjau	VB terlanjau
terlanjur	VB terlanjur
terlantar	VB terlantar
terlantas	VB terlantas
terlantung-lantung	VB terlantung-lantung
terlarang	VB terlarang
terlaris	JJ terlaris
terlayah	VB terlayah
terlayak	JJ terlayak
terlayang-layang	VB terlayang-layang
terlayang	VB terlayang
terlayap	VB terlayap
terledakkan	VB terledakkan
terlembut	JJ terlembut
terlengah	VB terlengah
terlengar	VB terlengar
terlengket	VB terlengket
terlengkung	VB terlengkung
terlentang	VB terlentang
terlepa	VB terlepa
terlewat	VB terlewat
terlincah-lincah	VB terlincah-lincah
terlingkar	VB terlingkar
terlintas	VB terlintas
terliuk	VB terliuk
terlokalisasi	VB terlokalisasi
terlompat	VB terlompat
terlonggok	VB terlonggok
terlonsong	JJ terlonsong
terluang	JJ terluang
terluncur	VB terluncur
termaksud	VB termaksud
termaktub	VB termaktub
termala	JJ termala
termanifestasi	VB termanifestasi
termanja-manja	VB termanja-manja
termasa	NN termasa
termasyhur	JJ termasyhur
termata-mata	JJ termata-mata
termateri	VB termateri
termazkur	VB termazkur
termengah-mengah	VB termengah-mengah
termengung	JJ termengung
termenung-menung	VB termenung-menung
termenung	VB termenung
termesra	VB termesra
termeterai	VB termeterai
termilik	VB termilik
termimpi-mimpi	VB termimpi-mimpi
termin	NN termin
termodern	JJ termodern
termodifikasi	VB termodifikasi
termometer air raksa	NN termometer air raksa
termometer alkohol	NN termometer alkohol
termometer	NN termometer
termonuklir	NN termonuklir
termonyong-monyong	JJ termonyong-monyong
termotivasi	VB termotivasi
termuda	JJ termuda
termulia	JJ termulia
ternak bibit	NN ternak bibit
ternak komersial	NN ternak komersial
ternak	NN ternak
ternanti-nanti	VB ternanti-nanti
ternganga	VB ternganga
terngiang-ngiang	VB terngiang-ngiang
terngiang	VB terngiang
ternyata	VB ternyata
terobat	VB terobat
terobosan	NN terobosan
terobos	VB terobos
terobsesi	VB terobsesi
teroksidasi	VB teroksidasi
teroleng-oleng	VB teroleng-oleng
terong	DT terong
terorak	VB terorak
terorganisasi	VB terorganisasi
terorisme	NN terorisme
terorisme seks	NN terorisme seks
teroris	NN teroris
terpacul	VB terpacul
terpada	VB terpada
terpajan	VB terpajan
terpaku	VB terpaku
terpal	NN terpal
terpampang	VB terpampang
terpana	JJ terpana
terpanasi	VB terpanasi
terpancang	VB terpancang
terpancar	VB terpancar
terpancing	VB terpancing
terpandang-pandang	VB terpandang-pandang
terpandang	VB terpandang
terpangah	VB terpangah
terpanggil	VB terpanggil
terpantau	VB terpantau
terpantek	VB terpantek
terpanting	VB terpanting
terparkir	VB terparkir
terpasak	VB terpasak
terpasang	VB terpasang
terpa	VB terpa
terpedo	DT terpedo
terpegah	JJ terpegah
terpekik-pekik	VB terpekik-pekik
terpelecok	VB terpelecok
terpelekok	VB terpelekok
terpeleset	VB terpeleset
terpelihara	VB terpelihara
terpelintir	VB terpelintir
terpelosot	VB terpelosot
terpencar-pencar	VB terpencar-pencar
terpencar	VB terpencar
terpencil	VB terpencil
terpendam	VB terpendam
terpengaruh	VB terpengaruh
terpenggal	VB terpenggal
terpenjara	VB terpenjara
terpental	VB terpental
terpenting	VB terpenting
terperangah	VB terperangah
terperanjat	VB terperanjat
terperap	VB terperap
terperengah	JJ terperengah
terperenyuk	JJ terperenyuk
terperiksa	NN terperiksa
terperintah	VB terperintah
terperosok	VB terperosok
terperuak	VB terperuak
terperuk	VB terperuk
terpesona	VB terpesona
terpicing	VB terpicing
terpicit	VB terpicit
terpidana	VB terpidana
terpilah-pilah	VB terpilah-pilah
terpimpin	VB terpimpin
terpincut	VB terpincut
terpinggirkan	VB terpinggirkan
terpingkal-pingkal	VB terpingkal-pingkal
terpintar	JJ terpintar
terpinta	VB terpinta
terpotong	VB terpotong
terprogram	VB terprogram
terprovokasi	VB terprovokasi
terpublikasi	VB terpublikasi
terpulang	VB terpulang
terpumpun	VB terpumpun
terpupuk	VB terpupuk
terpusing-pusing	VB terpusing-pusing
terputar	VB terputar
tersabar	JJ tersabar
tersabung	VB tersabung
tersabur	VB tersabur
tersaku	VB tersaku
tersalah	VB tersalah
tersalut	VB tersalut
tersamai	VB tersamai
tersambar	VB tersambar
tersambil	VB tersambil
tersampaikan	VB tersampaikan
tersampai	VB tersampai
tersampang	VB tersampang
tersampir	VB tersampir
tersampuk	VB tersampuk
tersandar	VB tersandar
tersanga-sanga	VB tersanga-sanga
tersangat	VB tersangat
tersangka	VB tersangka
tersangsang	VB tersangsang
tersanjung	VB tersanjung
tersapa	VB tersapa
tersaput	VB tersaput
tersaruk	VB tersaruk
tersarung	VB tersarung
tersaur	VB tersaur
tersayang	VB tersayang
tersebab	VB tersebab
terseberang	VB terseberang
tersedan-sedan	VB tersedan-sedan
tersedih-sedih	VB tersedih-sedih
tersedikit	JJ tersedikit
tersedot	VB tersedot
tersekang	VB tersekang
tersekap	VB tersekap
terselat	VB terselat
terselempang	VB terselempang
terselenggara	VB terselenggara
terselesaikan	VB terselesaikan
terselit	VB terselit
terselulur	VB terselulur
terselusur	VB terselusur
tersembam	VB tersembam
tersembul	VB tersembul
tersembunyi	VB tersembunyi
tersempalai	JJ tersempalai
tersempal	VB tersempal
tersempil	VB tersempil
tersemu	VB tersemu
tersenak	VB tersenak
tersendal	VB tersendal
tersendat-sendat	VB tersendat-sendat
tersendat	VB tersendat
tersendok	VB tersendok
tersengat	VB tersengat
tersenget	JJ tersenget
tersengguk-sengguk	VB tersengguk-sengguk
tersengkang	VB tersengkang
tersengsem	JJ tersengsem
tersentak	VB tersentak
tersentralisasi	VB tersentralisasi
tersentuh	VB tersentuh
tersenyum	VB tersenyum
tersepah	VB tersepah
tersepit	VB tersepit
tersepuk	VB tersepuk
terserak-serak	VB terserak-serak
terserampang	VB terserampang
terserampuk	VB terserampuk
terserandung	VB terserandung
terserang	VB terserang
terserimpung	VB terserimpung
terserobok	VB terserobok
terserompok	JJ terserompok
terserondok	JJ terserondok
terserot	VB terserot
terserunda	VB terserunda
tersesak	VB tersesak
tersesuaikan	VB tersesuaikan
tersetrum	VB tersetrum
tersier	NN tersier
tersifatkan	VB tersifatkan
tersikut	JJ tersikut
tersilam	JJ tersilam
tersilang	VB tersilang
tersilau	VB tersilau
tersila	VB tersila
tersimbah	VB tersimbah
tersimpan	VB tersimpan
tersimpul dl hati	VB tersimpul dl hati
tersimpul	VB tersimpul
tersindir	VB tersindir
tersingahak	VB tersingahak
tersirah	JJ tersirah
tersisih	VB tersisih
tersomplok	VB tersomplok
tersorong	VB tersorong
terstruktur	VB terstruktur
tersuar	VB tersuar
tersua	VB tersua
tersubstitusikan	VB tersubstitusikan
tersudut	VB tersudut
tersuguh	VB tersuguh
tersujud	VB tersujud
tersuling	VB tersuling
tersumbat	VB tersumbat
tersumpal	VB tersumpal
tersundak	VB tersundak
tersungkum	VB tersungkum
tersungkur	VB tersungkur
tersuntuk	VB tersuntuk
tersurat	VB tersurat
tersuruk	VB tersuruk
tersurut hatinya	VB tersurut hatinya
tersurut pikiran	VB tersurut pikiran
tersurut	VB tersurut
tersuspensi	VB tersuspensi
tertabrak	VB tertabrak
tertabur	VB tertabur
tertadung	VB tertadung
tertagih	NN tertagih
tertahan-tahan	VB tertahan-tahan
tertambat	VB tertambat
tertambus	VB tertambus
tertampak	VB tertampak
tertancap	VB tertancap
tertangani	VB tertangani
tertangguhkan	VB tertangguhkan
tertanggung	VB tertanggung
tertangkis	VB tertangkis
tertangkup	VB tertangkup
tertantang	VB tertantang
tertarung	VB tertarung
tertawaan	NN tertawaan
tertawa bergumam	VB tertawa bergumam
tertawa besar	VB tertawa besar
tertawa kecil	VB tertawa kecil
tertawa pahit	VB tertawa pahit
tertawa terbahak-bahak	VB tertawa terbahak-bahak
tertawa terkekeh-kekeh	VB tertawa terkekeh-kekeh
tertawa	VB tertawa
tertayang	VB tertayang
tertebar	VB tertebar
tertegak	VB tertegak
tertekan-tekan	VB tertekan-tekan
tertekun	VB tertekun
tertelentang	VB tertelentang
tertelungkup	VB tertelungkup
tertembak	VB tertembak
tertembus	VB tertembus
tertempuh	VB tertempuh
tertemukan	VB tertemukan
tertendang-tendang	VB tertendang-tendang
tertendang	VB tertendang
tertenggang	VB tertenggang
tertenggan	VB tertenggan
tertentang	VB tertentang
tertera	VB tertera
tertiarap	VB tertiarap
tertib acara	JJ tertib acara
tertib hukum	JJ tertib hukum
tertib	JJ tertib
tertib lalu lintas	JJ tertib lalu lintas
tertib nikah	JJ tertib nikah
tertilang	VB tertilang
tertimbakan	VB tertimbakan
tertimbun	VB tertimbun
tertimbus	VB tertimbus
tertimpang-timpang	JJ tertimpang-timpang
tertindas	VB tertindas
tertindih	VB tertindih
tertinggal	VB tertinggal
tertinggi	JJ tertinggi
tertolong	VB tertolong
tertransmisikan	VB tertransmisikan
tertua	NN tertua
tertubruk	VB tertubruk
tertulang	VB tertulang
tertulari	VB tertulari
tertumbuk akal	VB tertumbuk akal
tertumbuk kata	VB tertumbuk kata
tertumbuk pandangan	VB tertumbuk pandangan
tertumbuk pikiran	VB tertumbuk pikiran
tertumbuk	VB tertumbuk
tertumpah	VB tertumpah
tertumpang	VB tertumpang
tertumpuk	VB tertumpuk
tertunggang	VB tertunggang
tertungkup	VB tertungkup
tertuntung	VB tertuntung
tertunu	VB tertunu
tertutur	VB tertutur
teruapkan	VB teruapkan
teruk	JJ teruk
terumbu	NN terumbu
teruna	NN teruna
terung bali	NN terung bali
terung belanda	NN terung belanda
terung hitam	NN terung hitam
terungkap-ungkap	VB terungkap-ungkap
terungkap	VB terungkap
terungku	NN terungku
terung	NN terung
terupa di akal	VB terupa di akal
terupa	VB terupa
terupaya	VB terupaya
terup	DT terup
terus-menerus	RB terus-menerus
terus-terusan	RB terus-terusan
terwadahi	VB terwadahi
terwakili	VB terwakili
terwalak	VB terwalak
terwaralaba	VB terwaralaba
terwawancara	NN terwawancara
terwelu	NN terwelu
teserbu	VB teserbu
tesergap	VB tesergap
tesmak	NN tesmak
tester	NN tester
testes	DT testes
testing	NN testing
testis	NN testis
testosteron	NN testosteron
tetabuhan	NN tetabuhan
tetal	JJ tetal
tetanus	NN tetanus
tetapi	DT tetapi
teteh	NN teteh
tetelan	NN tetelan
tetumbuhan	NN tetumbuhan
tiaga	NN tiaga
tiangui	NN tiangui
tiarap	VB tiarap
tiba-tiba	RB tiba-tiba
tidak-tidak	RB tidak-tidak
tidur-tidur ayam	VB tidur-tidur ayam
tidur-tidur	VB tidur-tidur
tiga-tiganya	CD tiga-tiganya
tika atas	NN tika atas
tika bawah	NN tika bawah
tikai	NN tikai
tikam dadu	NN tikam dadu
tikam membunuh	NN tikam membunuh
tikam-menikam	VB tikam-menikam
tikam	NN tikam
tika	NN tika
tikas	NN tikas
tikung	VB tikung
tilang	NN tilang
tilap	VB tilap
tilawah	NN tilawah
tilik	NN tilik
timbalan	NN timbalan
timbal balik	JJ timbal balik
timbal	JJ timbal
timbangan	NN timbangan
timbang	JJ timbang
timbang-menimbang	VB timbang-menimbang
timbang panas	JJ timbang panas
timbang rasa	JJ timbang rasa
timbang terima	JJ timbang terima
timbang tunai	JJ timbang tunai
timbel	NN timbel
timbul tenggelam	VB timbul tenggelam
timbul	VB timbul
timbunan	NN timbunan
timbun	NN timbun
timburu	JJ timburu
timpalan	NN timpalan
timpal	DT timpal
timpang	JJ timpang
timpas	JJ timpas
timpuk	VB timpuk
timun	NN timun
timun-timunan	NN timun-timunan
tindakan	NN tindakan
tindakan sosial	NN tindakan sosial
tindakan subversif	NN tindakan subversif
tindak	NN tindak
tindak pidana	NN tindak pidana
tindak tanduk	NN tindak tanduk
tindasan	NN tindasan
tindas	VB tindas
tindawan	DT tindawan
tindihan	NN tindihan
tindih-bertindih	VB tindih-bertindih
tindih-menindih	VB tindih-menindih
tindih suara	VB tindih suara
tindih	VB tindih
tiner	NN tiner
tinggalan	NN tinggalan
tinggal bersiul-siul	VB tinggal bersiul-siul
tinggal	VB tinggal
tinggal waktu	VB tinggal waktu
tinggi cakap	JJ tinggi cakap
tinggi dasar awan	JJ tinggi dasar awan
tinggi hari	JJ tinggi hari
tinggi hati	JJ tinggi hati
tinggi	JJ tinggi
tinggi kerucut	JJ tinggi kerucut
tinggi lawak-lawak	JJ tinggi lawak-lawak
tinggi mata	JJ tinggi mata
tinggi rezeki	JJ tinggi rezeki
tingkah laku	NN tingkah laku
tingkah langkah	NN tingkah langkah
tingkah	NN tingkah
tingkah perangai	NN tingkah perangai
tingkal	NN tingkal
tingkap	NN tingkap
tingkarang	NN tingkarang
tingkatan	NN tingkatan
tingkat eksesif	NN tingkat eksesif
tingkat elatif	NN tingkat elatif
tingkat kelahiran	NN tingkat kelahiran
tingkat komparatif	NN tingkat komparatif
tingkat	NN tingkat
tingkat peraduan	NN tingkat peraduan
tingkat perbandingan	NN tingkat perbandingan
tingkat superlatif	NN tingkat superlatif
ting	NN ting
tinjak	NN tinjak
tinjauan	NN tinjauan
tinjau belukar	NN tinjau belukar
tinjau karang	NN tinjau karang
tinjau-meninjau	VB tinjau-meninjau
tinjau	VB tinjau
tinju-meninju	VB tinju-meninju
tipes	NN tipes
tipikal	NN tipikal
tip	NN tip
tipologi	NN tipologi
tipu daya	NN tipu daya
tipu muslihat	NN tipu muslihat
tipu	NN tipu
tipu tepok	NN tipu tepok
tirakatan	VB tirakatan
tirani	NN tirani
tiris	JJ tiris
tiroid	NN tiroid
tirta amarta	NN tirta amarta
tirta	NN tirta
tiru	VB tiru
tis	JJ tis
tisu	NN tisu
tisu wajah	NN tisu wajah
titanium	NN titanium
titimangsa	NN titimangsa
titinada	NN titinada
titip	VB titip
titi	VB titi
tiup	VB tiup
toboh	NN toboh
todak	NN todak
todong	VB todong
toge	DT toge
toh	NN toh
toilet	NN toilet
tokak	DT tokak
tokcer	JJ tokcer
tokong	JJ tokong
tok	RB tok
toksin	NN toksin
tolak angsur	VB tolak angsur
tolak bahara	VB tolak bahara
tolak bala	VB tolak bala
tolak balik	VB tolak balik
tolak bara	VB tolak bara
tolak-menolak	VB tolak-menolak
tolak peluru	VB tolak peluru
tolak raih	VB tolak raih
tolak senjata	VB tolak senjata
tolak sumpah	VB tolak sumpah
tolak tarik	VB tolak tarik
tolak	VB tolak
toleh tenggala	VB toleh tenggala
toleh	VB toleh
toleran	JJ toleran
toleransi	NN toleransi
tolerir	NN tolerir
tolong-menolong	VB tolong-menolong
tolong	VB tolong
toman	NN toman
tombak benderang	NN tombak benderang
tombak kembar	NN tombak kembar
tombak	NN tombak
tombak pancing	NN tombak pancing
tombak pengawinan	NN tombak pengawinan
tomboi	NN tomboi
tombol	NN tombol
tom	NN tom
tomong	NN tomong
tona	DT tona
tonase	NN tonase
tonggak gantung	NN tonggak gantung
tonggak	NN tonggak
tonggak sejarah	NN tonggak sejarah
tonggak tua	NN tonggak tua
tonggok	NN tonggok
tonggong	JJ tonggong
tongkahan	NN tongkahan
tongkang	NN tongkang
tongkat komando	NN tongkat komando
tongkat	NN tongkat
tongkat perontok	NN tongkat perontok
tongkeng	NN tongkeng
tongkol jagung	NN tongkol jagung
tongkol	NN tongkol
tongong	JJ tongong
tongsan	DT tongsan
tongsit	NN tongsit
tongtong	NN tongtong
tonjok	VB tonjok
tonjolan	NN tonjolan
to	NN to
tontonan	NN tontonan
tonton	VB tonton
topangan	NN topangan
topeng gas	NN topeng gas
topeng	NN topeng
topografi	NN topografi
topografis	JJ topografis
toraks	NN toraks
torek	NN torek
tornado	NN tornado
torpedo	NN torpedo
torso	NN torso
tosan aji	NN tosan aji
totalitas	NN totalitas
totaliter	JJ totaliter
totol	NN totol
totol-totol	NN totol-totol
towel	VB towel
tradisi lisan	NN tradisi lisan
tradisi	NN tradisi
tradisional	JJ tradisional
tradisi tertulis	NN tradisi tertulis
tragedi	NN tragedi
tragis	JJ tragis
trailer	NN trailer
traksi	NN traksi
traktat	NN traktat
traktir	VB traktir
traktor	NN traktor
traktus	NN traktus
trampolin	NN trampolin
trans-	DT trans-
transeksual	NN transeksual
transfigurasi	NN transfigurasi
